Order_id,Order_date,Order_Priority,Order_Quantity,Sales,Ship_Mode,Shipping_Cost,Product_id,Customer_id
1000020062,2024-10-1,Low,40,9106.30,Regular Air,6.65,100000000000001062,10000000000000000062
1000020063,2022-2-1,Low,18,58.66,Express Air,7.86,100000000000001063,10000000000000000063
1000020064,2023-8-1,Critical,11,5635.39,Express Air,8.99,100000000000001064,10000000000000000064
1000020065,2025-11-1,Low,41,3291.73,Regular Air,4.75,100000000000001065,10000000000000000065
1000020066,2024-3-1,Low,47,115063.34,Regular Air,1.02,100000000000001066,10000000000000000066
1000020067,2024-8-1,Low,40,4643.89,Express Air,7.46,100000000000001067,10000000000000000067
1000020068,2023-8-1,Not Specified,18,5983.32,Regular Air,7.72,100000000000001068,10000000000000000068
1000020069,2023-8-1,Not Specified,32,1312.71,Express Air,1.99,100000000000001069,10000000000000000069
1000020070,2025-10-1,Not Specified,5,7508.14,Delivery Truck,57.38,100000000000001070,10000000000000000070
1000020071,2023-12-1,Not Specified,41,391.49,Regular Air,10.49,100000000000001071,10000000000000000071
1000020072,2023-1-1,Low,22,96.50,Regular Air,24.49,100000000000001072,10000000000000000072
1000020073,2024-11-1,Medium,50,451.69,Regular Air,1.39,100000000000001073,10000000000000000073
1000020074,2023-8-1,Medium,37,1458.20,Regular Air,5.37,100000000000001074,10000000000000000074
1000020075,2023-11-1,High,4,3509.17,Delivery Truck,64.73,100000000000001075,10000000000000000075
1000020076,2026-11-1,Critical,19,1759.36,Express Air,5.97,100000000000001076,10000000000000000076
1000020077,2023-2-1,Critical,24,225.84,Regular Air,7.03,100000000000001077,10000000000000000077
1000020078,2023-4-1,Low,40,1273.80,Regular Air,35,100000000000001078,10000000000000000078
1000020079,2026-3-1,High,5,239.54,Express Air,1.49,100000000000001079,10000000000000000079
1000020080,2026-1-1,High,41,87.41,Express Air,5.86,100000000000001080,10000000000000000080
1000020081,2026-1-1,High,35,90.81,Express Air,21.26,100000000000001081,10000000000000000081
1000020082,2024-1-1,High,42,135.14,Regular Air,8.19,100000000000001082,10000000000000000082
1000020083,2025-11-1,High,46,3233.19,Regular Air,0.76,100000000000001083,10000000000000000083
1000020084,2023-11-1,Medium,47,3852.27,Regular Air,3.99,100000000000001084,10000000000000000084
1000020085,2022-4-1,Not Specified,7,350.10,Express Air,35,100000000000001085,10000000000000000085
1000020086,2023-7-1,Not Specified,36,2032.51,Delivery Truck,58.95,100000000000001086,10000000000000000086
1000020087,2023-12-1,Not Specified,5,404.99,Express Air,5.21,100000000000001087,10000000000000000087
1000020088,2024-2-1,Not Specified,32,159.16,Regular Air,5.81,100000000000001088,10000000000000000088
1000020089,2024-10-1,Medium,44,8224.60,Regular Air,0.5,100000000000001089,10000000000000000089
1000020090,2022-10-1,High,32,533.80,Delivery Truck,53.48,100000000000001090,10000000000000000090
1000020091,2026-1-1,High,44,87.76,Regular Air,18.06,100000000000001091,10000000000000000091
1000020092,2021-3-1,High,34,122.53,Express Air,6.5,100000000000001092,10000000000000000092
1000020093,2021-1-1,Low,1,8.57,Regular Air,2.27,100000000000001093,10000000000000000093
1000020094,2024-5-1,Critical,50,808.15,Regular Air,13.18,100000000000001094,10000000000000000094
1000020095,2024-10-1,Not Specified,29,7992.44,Delivery Truck,62.74,100000000000001095,10000000000000000095
1000020096,2026-3-1,Low,25,235.66,Regular Air,19.99,100000000000001096,10000000000000000096
1000020097,2025-10-1,Low,46,7535.08,Regular Air,0.7,100000000000001097,10000000000000000097
1000020098,2023-3-1,Not Specified,15,306.35,Express Air,4.1,100000000000001098,10000000000000000098
1000020099,2021-12-1,Not Specified,20,487.99,Regular Air,5.77,100000000000001099,10000000000000000099
1000020100,2024-5-1,Medium,14,815.12,Regular Air,8.99,100000000000001100,10000000000000000100
1000020101,2021-11-1,High,48,588.82,Regular Air,8.64,100000000000001101,10000000000000000101
1000020102,2025-3-1,Medium,8,268.84,Regular Air,2.99,100000000000001102,10000000000000000102
1000020103,2021-6-1,Low,15,2248.48,Regular Air,24.49,100000000000001103,10000000000000000103
1000020104,2023-1-1,High,30,108.34,Regular Air,0.5,100000000000001104,10000000000000000104
1000020105,2026-12-1,High,6,515.89,Delivery Truck,43.75,100000000000001105,10000000000000000105
1000020106,2022-8-1,Critical,25,6502.48,Regular Air,9.73,100000000000001106,10000000000000000106
1000020107,2026-1-1,Critical,4,80.95,Regular Air,11.25,100000000000001107,10000000000000000107
1000020108,2025-2-1,Critical,26,203.10,Delivery Truck,29.21,100000000000001108,10000000000000000108
1000020109,2024-2-1,Medium,46,36567.06,Regular Air,8.08,100000000000001109,10000000000000000109
1000020110,2026-1-1,Medium,23,70.29,Regular Air,11.54,100000000000001110,10000000000000000110
1000020111,2025-10-1,Low,25,7184.31,Regular Air,7.11,100000000000001111,10000000000000000111
1000020112,2023-9-1,Medium,5,1216.14,Regular Air,8.49,100000000000001112,10000000000000000112
1000020113,2024-11-1,Critical,12,451.20,Regular Air,13.99,100000000000001113,10000000000000000113
1000020114,2024-1-1,Critical,24,131.38,Delivery Truck,28.16,100000000000001114,10000000000000000114
1000020115,2026-11-1,Low,34,1644.40,Regular Air,5.33,100000000000001115,10000000000000000115
1000020116,2022-10-1,Low,44,529.50,Regular Air,24.49,100000000000001116,10000000000000000116
1000020117,2021-3-1,Low,28,126.29,Delivery Truck,53.03,100000000000001117,10000000000000000117
1000020118,2024-8-1,Critical,40,4435.62,Regular Air,19.99,100000000000001118,10000000000000000118
1000020119,2023-6-1,Critical,46,654.61,Regular Air,1.57,100000000000001119,10000000000000000119
1000020120,2025-2-1,Critical,19,212.93,Delivery Truck,50,100000000000001120,10000000000000000120
1000020121,2024-5-1,Critical,20,782.42,Regular Air,1.22,100000000000001121,10000000000000000121
1000020122,2026-1-1,High,40,79.53,Regular Air,7.46,100000000000001122,10000000000000000122
1000020123,2023-10-1,High,49,17644.15,Regular Air,5.03,100000000000001123,10000000000000000123
1000020124,2025-7-1,Not Specified,47,2493.79,Regular Air,13.99,100000000000001124,10000000000000000124
1000020125,2025-6-1,Low,44,1254.52,Regular Air,8.88,100000000000001125,10000000000000000125
1000020126,2024-5-1,Low,6,766.39,Regular Air,7.5,100000000000001126,10000000000000000126
1000020127,2024-8-1,Not Specified,30,4227.77,Regular Air,13.18,100000000000001127,10000000000000000127
1000020128,2025-4-1,Not Specified,23,672.09,Express Air,5.01,100000000000001128,10000000000000000128
1000020129,2024-11-1,Not Specified,37,450.36,Regular Air,5.09,100000000000001129,10000000000000000129
1000020130,2021-2-1,High,1,25.11,Regular Air,11.63,100000000000001130,10000000000000000130
1000020131,2024-9-1,High,42,6748.70,Regular Air,14.72,100000000000001131,10000000000000000131
1000020132,2023-7-1,Critical,34,2133.16,Delivery Truck,60.49,100000000000001132,10000000000000000132
1000020133,2025-11-1,Low,15,3329.68,Regular Air,4,100000000000001133,10000000000000000133
1000020134,2024-8-1,Not Specified,48,4602.24,Regular Air,0.99,100000000000001134,10000000000000000134
1000020135,2022-7-1,Not Specified,27,2823.57,Delivery Truck,36.61,100000000000001135,10000000000000000135
1000020136,2024-8-1,Not Specified,42,4276.54,Regular Air,4.95,100000000000001136,10000000000000000136
1000020137,2025-2-1,Not Specified,39,211.41,Delivery Truck,17.85,100000000000001137,10000000000000000137
1000020138,2025-6-1,Not Specified,35,1241.99,Regular Air,1.12,100000000000001138,10000000000000000138
1000020139,2023-2-1,High,50,227.20,Regular Air,17.48,100000000000001139,10000000000000000139
1000020140,2026-7-1,Critical,18,766.38,Delivery Truck,43.32,100000000000001140,10000000000000000140
1000020141,2025-4-1,Critical,42,635.66,Regular Air,9.2,100000000000001141,10000000000000000141
1000020142,2021-11-1,Critical,31,583.31,Regular Air,5.16,100000000000001142,10000000000000000142
1000020143,2025-1-1,High,36,171.37,Delivery Truck,54.11,100000000000001143,10000000000000000143
1000020144,2026-11-1,High,36,1741.64,Express Air,13.99,100000000000001144,10000000000000000144
1000020145,2021-2-1,High,4,30.71,Regular Air,2.17,100000000000001145,10000000000000000145
1000020146,2021-4-1,Low,32,287.99,Regular Air,1.99,100000000000001146,10000000000000000146
1000020147,2024-11-1,Low,17,2308.22,Express Air,2.85,100000000000001147,10000000000000000147
1000020148,2021-2-1,High,3,26.59,Regular Air,1.99,100000000000001148,10000000000000000148
1000020149,2022-2-1,Not Specified,8,49.50,Regular Air,8.22,100000000000001149,10000000000000000149
1000020150,2024-1-1,Not Specified,29,137.42,Regular Air,5,100000000000001150,10000000000000000150
1000020151,2022-12-1,Medium,19,624.42,Regular Air,6.57,100000000000001151,10000000000000000151
1000020152,2021-2-1,Not Specified,9,32.23,Regular Air,2.99,100000000000001152,10000000000000000152
1000020153,2026-5-1,Not Specified,10,369.10,Regular Air,0.73,100000000000001153,10000000000000000153
1000020154,2021-2-1,Not Specified,1,20.37,Regular Air,1.32,100000000000001154,10000000000000000154
1000020155,2024-2-1,Not Specified,30,159.66,Delivery Truck,58.92,100000000000001155,10000000000000000155
1000020156,2022-10-1,Not Specified,8,547.18,Delivery Truck,69.64,100000000000001156,10000000000000000156
1000020157,2021-3-1,High,47,120.37,Regular Air,34.2,100000000000001157,10000000000000000157
1000020158,2026-11-1,High,6,1693.98,Regular Air,1.2,100000000000001158,10000000000000000158
1000020159,2024-11-1,High,49,2418.65,Express Air,3.9,100000000000001159,10000000000000000159
1000020160,2025-4-1,Medium,6,735.43,Regular Air,16.87,100000000000001160,10000000000000000160
1000020161,2025-12-1,Critical,25,938.34,Regular Air,8.09,100000000000001161,10000000000000000161
1000020162,2026-1-1,Critical,20,79.09,Regular Air,1.56,100000000000001162,10000000000000000162
1000020163,2025-1-1,Not Specified,4,168.78,Delivery Truck,14.7,100000000000001163,10000000000000000163
1000020164,2026-5-1,High,7,374.74,Delivery Truck,50,100000000000001164,10000000000000000164
1000020165,2025-3-1,Not Specified,31,262.08,Regular Air,6.5,100000000000001165,10000000000000000165
1000020166,2024-2-1,Low,27,155.28,Regular Air,16.87,100000000000001166,10000000000000000166
1000020167,2023-1-1,High,7,101.61,Delivery Truck,26.2,100000000000001167,10000000000000000167
1000020168,2022-7-1,Not Specified,27,13691.75,Delivery Truck,30,100000000000001168,10000000000000000168
1000020169,2025-2-1,Critical,48,186.01,Regular Air,5.17,100000000000001169,10000000000000000169
1000020170,2022-2-1,Critical,8,59.34,Regular Air,13.99,100000000000001170,10000000000000000170
1000020171,2021-12-1,Critical,41,489.66,Regular Air,5,100000000000001171,10000000000000000171
1000020172,2026-11-1,Not Specified,30,1739.42,Regular Air,1.49,100000000000001172,10000000000000000172
1000020173,2023-1-1,Not Specified,15,109.11,Regular Air,4,100000000000001173,10000000000000000173
1000020174,2025-9-1,Not Specified,49,4711.59,Regular Air,8.08,100000000000001174,10000000000000000174
1000020175,2024-1-1,Not Specified,9,135.81,Regular Air,0.99,100000000000001175,10000000000000000175
1000020176,2023-7-1,Low,18,1927.63,Regular Air,19.99,100000000000001176,10000000000000000176
1000020177,2025-2-1,Critical,21,198.29,Regular Air,4.98,100000000000001177,10000000000000000177
1000020178,2024-10-1,Low,30,7790.80,Express Air,6.13,100000000000001178,10000000000000000178
1000020179,2022-7-1,High,31,10229.55,Regular Air,1.99,100000000000001179,10000000000000000179
1000020180,2021-2-1,Medium,2,27.89,Regular Air,8.51,100000000000001180,10000000000000000180
1000020181,2022-11-1,Medium,11,1898.28,Regular Air,4.98,100000000000001181,10000000000000000181
1000020182,2024-4-1,Not Specified,49,331.10,Regular Air,1.57,100000000000001182,10000000000000000182
1000020183,2021-4-1,Medium,31,299.78,Delivery Truck,14.36,100000000000001183,10000000000000000183
1000020184,2022-7-1,Low,42,11502.60,Express Air,1.79,100000000000001184,10000000000000000184
1000020185,2021-2-1,Medium,8,29.06,Regular Air,10.29,100000000000001185,10000000000000000185
1000020186,2025-3-1,Medium,33,269.94,Regular Air,1.25,100000000000001186,10000000000000000186
1000020187,2025-2-1,Medium,32,211.37,Regular Air,1.57,100000000000001187,10000000000000000187
1000020188,2024-6-1,Medium,47,1101.73,Regular Air,2.35,100000000000001188,10000000000000000188
1000020189,2021-10-1,Low,31,1020.28,Regular Air,24.49,100000000000001189,10000000000000000189
1000020190,2024-3-1,Not Specified,17,276.57,Regular Air,13.89,100000000000001190,10000000000000000240
1000020191,2025-12-1,Low,35,955.13,Regular Air,3.3,100000000000001191,10000000000000000241
1000020192,2025-2-1,Low,21,213.00,Regular Air,19.99,100000000000001192,10000000000000000242
1000020193,2025-1-1,Low,16,170.68,Regular Air,5.08,100000000000001193,10000000000000000243
1000020194,2025-4-1,High,49,680.07,Regular Air,6.22,100000000000001194,10000000000000000244
1000020195,2022-7-1,Low,13,2928.82,Regular Air,3.3,100000000000001195,10000000000000000245
1000020196,2023-8-1,High,44,1539.93,Regular Air,5.03,100000000000001196,10000000000000000246
1000020197,2026-1-1,High,2,69.57,Express Air,1.39,100000000000001197,10000000000000000247
1000020198,2023-2-1,Critical,13,220.85,Regular Air,5.6,100000000000001198,10000000000000000248
1000020199,2024-1-1,Critical,16,134.92,Regular Air,6.81,100000000000001199,10000000000000000249
1000020200,2023-2-1,Critical,27,216.72,Regular Air,0.99,100000000000001200,10000000000000000250
1000020201,2021-6-1,Critical,30,2175.17,Delivery Truck,44.55,100000000000001201,10000000000000000251
1000020202,2026-3-1,Critical,14,252.21,Delivery Truck,15.59,100000000000001202,10000000000000000252
1000020203,2022-6-1,Low,26,1548.42,Regular Air,1.99,100000000000001203,10000000000000000253
1000020204,2024-6-1,Low,28,1083.19,Regular Air,6.97,100000000000001204,10000000000000000254
1000020205,2022-10-1,Low,42,531.76,Regular Air,0.5,100000000000001205,10000000000000000255
1000020206,2022-10-1,High,38,539.65,Regular Air,1.34,100000000000001206,10000000000000000256
1000020207,2021-1-1,High,1,3.87,Regular Air,1.99,100000000000001207,10000000000000000257
1000020208,2023-2-1,High,27,216.72,Regular Air,19.99,100000000000001208,10000000000000000258
1000020209,2021-2-1,High,2,35.17,Regular Air,4.86,100000000000001209,10000000000000000259
1000020210,2023-12-1,High,13,379.68,Regular Air,8.32,100000000000001210,10000000000000000260
1000020211,2026-6-1,High,43,511.90,Regular Air,3.99,100000000000001211,10000000000000000261
1000020212,2024-2-1,Not Specified,24,153.87,Delivery Truck,15.59,100000000000001212,10000000000000000262
1000020213,2024-2-1,Critical,23,162.00,Regular Air,14.45,100000000000001213,10000000000000000263
1000020214,2025-2-1,Critical,17,206.55,Delivery Truck,60,100000000000001214,10000000000000000264
1000020215,2023-3-1,Critical,41,305.55,Delivery Truck,33.6,100000000000001215,10000000000000000265
1000020216,2024-8-1,Low,47,4138.92,Delivery Truck,64.2,100000000000001216,10000000000000000266
1000020217,2022-7-1,Low,26,13478.97,Regular Air,24.49,100000000000001217,10000000000000000267
1000020218,2021-11-1,Medium,6,590.63,Regular Air,8.99,100000000000001218,10000000000000000268
1000020219,2025-8-1,Critical,22,846.28,Express Air,10.49,100000000000001219,10000000000000000269
1000020220,2023-1-1,Low,3,114.25,Delivery Truck,29.7,100000000000001220,10000000000000000270
1000020221,2025-2-1,Not Specified,29,186.00,Regular Air,4,100000000000001221,10000000000000000271
1000020222,2025-4-1,Not Specified,26,724.98,Express Air,6.71,100000000000001222,10000000000000000272
1000020223,2022-1-1,Low,24,40.50,Regular Air,12.98,100000000000001223,10000000000000000273
1000020224,2021-2-1,High,7,25.82,Regular Air,1.99,100000000000001224,10000000000000000274
1000020225,2021-3-1,High,15,118.38,Regular Air,13.26,100000000000001225,10000000000000000275
1000020226,2025-6-1,High,49,1251.53,Regular Air,1.02,100000000000001226,10000000000000000276
1000020227,2026-3-1,Not Specified,22,250.63,Delivery Truck,19.19,100000000000001227,10000000000000000277
1000020228,2026-5-1,Not Specified,31,366.40,Regular Air,1.99,100000000000001228,10000000000000000278
1000020229,2023-6-1,Critical,36,665.32,Regular Air,9.03,100000000000001229,10000000000000000279
1000020230,2023-8-1,Not Specified,30,1519.19,Delivery Truck,66.27,100000000000001230,10000000000000000280
1000020231,2022-7-1,Low,6,2910.08,Express Air,24.49,100000000000001231,10000000000000000281
1000020232,2025-1-1,Not Specified,12,171.51,Regular Air,5.47,100000000000001232,10000000000000000282
1000020233,2026-3-1,Not Specified,20,234.45,Express Air,5.49,100000000000001233,10000000000000000283
1000020234,2023-8-1,Medium,11,1473.85,Regular Air,0.5,100000000000001234,10000000000000000284
1000020235,2021-8-1,Medium,26,909.02,Regular Air,5.26,100000000000001235,10000000000000000285
1000020236,2024-11-1,Critical,8,2252.51,Regular Air,7.78,100000000000001236,10000000000000000286
1000020237,2022-1-1,Critical,10,40.66,Express Air,8.99,100000000000001237,10000000000000000287
1000020238,2023-11-1,Critical,22,3626.81,Regular Air,8.99,100000000000001238,10000000000000000288
1000020239,2024-5-1,Critical,48,798.35,Regular Air,8.08,100000000000001239,10000000000000000289
1000020240,2026-2-1,Not Specified,1,181.46,Regular Air,8.99,100000000000001240,10000000000000000290
1000020241,2021-4-1,Critical,48,291.14,Regular Air,6.5,100000000000001241,10000000000000000291
1000020242,2021-8-1,High,11,887.83,Regular Air,19.99,100000000000001242,10000000000000000292
1000020243,2025-7-1,High,18,2554.57,Regular Air,19.99,100000000000001243,10000000000000000293
1000020244,2023-12-1,High,44,429.15,Express Air,3.3,100000000000001244,10000000000000000294
1000020245,2024-1-1,Low,3,131.62,Regular Air,11.17,100000000000001245,10000000000000000295
1000020246,2025-10-1,Low,37,7635.62,Regular Air,13.99,100000000000001246,10000000000000000296
1000020247,2023-6-1,Medium,48,667.50,Delivery Truck,99,100000000000001247,10000000000000000297
1000020248,2025-2-1,Medium,16,189.03,Regular Air,13.99,100000000000001248,10000000000000000298
1000020249,2023-10-1,Critical,32,16554.23,Regular Air,1.72,100000000000001249,10000000000000000299
1000020250,2025-8-1,Critical,32,844.60,Regular Air,4.5,100000000000001250,10000000000000000300
1000020251,2021-4-1,Critical,19,291.57,Regular Air,6.6,100000000000001251,10000000000000000301
1000020252,2025-3-1,Critical,1,268.81,Regular Air,15.01,100000000000001252,10000000000000000302
1000020253,2024-5-1,Critical,34,830.70,Delivery Truck,36.09,100000000000001253,10000000000000000303
1000020254,2026-3-1,Critical,1,257.34,Regular Air,10.75,100000000000001254,10000000000000000304
1000020255,2026-1-1,Critical,47,75.01,Regular Air,0.7,100000000000001255,10000000000000000305
1000020256,2024-5-1,Critical,31,833.75,Regular Air,6.07,100000000000001256,10000000000000000306
1000020257,2024-8-1,Not Specified,19,4152.72,Regular Air,5.23,100000000000001257,10000000000000000307
1000020258,2025-5-1,Critical,37,555.19,Regular Air,5.1,100000000000001258,10000000000000000308
1000020259,2024-9-1,Critical,40,6880.38,Regular Air,3.14,100000000000001259,10000000000000000309
1000020260,2021-1-1,Not Specified,2,14.92,Regular Air,2.99,100000000000001260,10000000000000000310
1000020261,2022-7-1,High,31,3073.44,Regular Air,4.75,100000000000001261,10000000000000000311
1000020262,2022-1-1,High,2,39.74,Regular Air,11.37,100000000000001262,10000000000000000312
1000020263,2021-4-1,Critical,15,294.55,Regular Air,5.92,100000000000001263,10000000000000000313
1000020264,2024-1-1,High,35,131.84,Regular Air,2.5,100000000000001264,10000000000000000314
1000020265,2024-5-1,High,10,835.35,Regular Air,5.14,100000000000001265,10000000000000000315
1000020266,2021-1-1,Medium,10,18.16,Regular Air,4.1,100000000000001266,10000000000000000316
1000020267,2022-10-1,Not Specified,40,536.80,Regular Air,2.99,100000000000001267,10000000000000000317
1000020268,2025-12-1,High,50,945.06,Regular Air,5.01,100000000000001268,10000000000000000318
1000020269,2024-11-1,High,49,2435.03,Delivery Truck,28.06,100000000000001269,10000000000000000319
1000020270,2024-1-1,Critical,22,139.48,Delivery Truck,41.91,100000000000001270,10000000000000000320
1000020271,2021-3-1,High,49,122.87,Regular Air,19.99,100000000000001271,10000000000000000321
1000020272,2023-7-1,High,48,2147.50,Delivery Truck,35.02,100000000000001272,10000000000000000322
1000020273,2021-12-1,Critical,11,470.26,Regular Air,0.99,100000000000001273,10000000000000000323
1000020274,2025-12-1,Medium,35,943.16,Regular Air,24.49,100000000000001274,10000000000000000324
1000020275,2023-9-1,Medium,44,1128.91,Regular Air,35,100000000000001275,10000000000000000325
1000020276,2025-12-1,Low,17,917.86,Regular Air,2.99,100000000000001276,10000000000000000326
1000020277,2023-7-1,Low,45,2048.90,Regular Air,0.49,100000000000001277,10000000000000000327
1000020278,2026-3-1,Not Specified,36,242.13,Regular Air,3.9,100000000000001278,10000000000000000378
1000020279,2024-1-1,Not Specified,27,135.99,Regular Air,5.83,100000000000001279,10000000000000000379
1000020280,2026-1-1,Low,6,78.41,Regular Air,14.45,100000000000001280,10000000000000000380
1000020281,2024-11-1,Medium,21,443.80,Delivery Truck,87.01,100000000000001281,10000000000000000381
1000020282,2022-10-1,Medium,3,534.77,Delivery Truck,48.8,100000000000001282,10000000000000000382
1000020283,2023-2-1,Medium,5,231.70,Regular Air,8.65,100000000000001283,10000000000000000383
1000020284,2021-2-1,Not Specified,2,24.35,Regular Air,11.37,100000000000001284,10000000000000000384
1000020285,2023-8-1,Critical,4,1356.76,Regular Air,14.87,100000000000001285,10000000000000000385
1000020286,2022-6-1,Critical,31,1608.16,Regular Air,1.32,100000000000001286,10000000000000000386
1000020287,2026-4-1,Critical,26,317.73,Regular Air,4.98,100000000000001287,10000000000000000387
1000020288,2022-7-1,Critical,34,13686.45,Express Air,6.64,100000000000001288,10000000000000000388
1000020289,2022-7-1,Critical,23,2719.05,Regular Air,19.99,100000000000001289,10000000000000000389
1000020290,2024-1-1,Low,12,137.96,Regular Air,24.49,100000000000001290,10000000000000000390
1000020291,2024-5-1,Low,42,772.47,Regular Air,1.99,100000000000001291,10000000000000000391
1000020292,2023-12-1,Critical,14,389.49,Regular Air,1.49,100000000000001292,10000000000000000392
1000020293,2024-3-1,Critical,15,28490.35,Regular Air,1.46,100000000000001293,10000000000000000393
1000020294,2024-5-1,Critical,28,797.03,Express Air,17.78,100000000000001294,10000000000000000394
