PRODUCT_ID,PRODUCT_NAME,PRODUCT_LINE_ID,PRODUCT_CATEGORY_ID,PRODUCT_SUBCATEGORY_ID,PRODUCT_CONTAINER,PROFIT_MARGIN,UNIT_PRICE,LANGU
100000000000001053,Avery Arch Ring Binders,111200,111777,111102,Small Box,0.38,160.98,E
100000000000001054,APC 7 Outlet Network SurgeArrest Surge Protector,111200,111111,111101,Small Box,0.25,200.97,E
100000000000001055,Deflect-o RollaMat Studded- Beveled Mat for Medium Pile Carpeting,111100,111444,111109,Medium Box,0.25,8.95,E
100000000000001056,Accessory4,111300,111222,111117,Wrap Bag,0.25,200.99,E
100000000000001057,Personal Creations™ Ink Jet Cards and Labels,111200,111777,111111,Small Box,0.36,58.14,E
100000000000001058,High Speed Automatic Electric Letter Opener,111200,111777,111114,Medium Box,0.25,178.47,E
100000000000001059,Xerox 1966,111200,111777,111111,Small Box,0.36,5.58,E
100000000000001060,Xerox 213,111200,111777,111111,Small Box,0.37,150.89,E
100000000000001061,Boston Electric Pencil Sharpener- Model 1818- Charcoal Black,111200,111777,111112,Small Pack,0.25,98.31,E
100000000000001062,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),111200,111777,111111,Small Box,0.36,236.97,E
100000000000001063,"Telephone Message Books with Fax/Mobile Section- 5 1/2"" x 3 3/16""",111200,111777,111111,Wrap Bag,0.39,2.94,E
100000000000001064,Crate-A-Files™,111200,111555,111115,Small Box,0.25,549.99,E
100000000000001065,80 Minute CD-R Spindle- 100/Pack - Staples,111300,111666,111105,Small Pack,0.25,80.98,E
100000000000001066,Bush Westfield Collection Bookcases- Dark Cherry Finish- Fully Assembled,111100,111777,111103,Jumbo Box,0.25,2550.14,E
100000000000001067,12-1/2 Diameter Round Wall Clock,111100,111444,111109,Small Box,0.25,125.99,E
100000000000001068,SAFCO Arco Folding Chair,111100,111555,111104,Large Box,0.15,349.45,E
100000000000001069,#10 White Business Envelopes-4 1/8 x 9 1/2,111200,111777,111107,Small Box,0.38,40.96,E
100000000000001070,3M Office Air Cleaner,111200,111111,111101,Medium Box,0.25,1637.53,E
100000000000001071,Global Leather and Oak Executive Chair- Black,111100,111555,111104,Jumbo Drum,0.25,9.68,E
100000000000001072,Xerox 1936,111200,111777,111111,Small Box,0.38,3.34,E
100000000000001073,Xerox 214,111200,111777,111111,Small Box,0.37,9.48,E
100000000000001074,Carina Double Wide Media Storage Towers in Natural & Black,111200,111555,111115,Large Box,0.25,40.48,E
100000000000001075,Staples® General Use 3-Ring Binders,111200,111777,111102,Small Box,0.37,896.99,E
100000000000001076,Xerox 1904,111200,111777,111111,Small Box,0.36,99.23,E
100000000000001077,Luxo Professional Combination Clamp-On Lamps,111100,111444,111109,Large Box,0.25,10.13,E
100000000000001078,Xerox 217,111200,111777,111111,Small Box,0.37,30.97,E
100000000000001079,Revere Boxed Rubber Bands by Revere,111200,111777,111113,Wrap Bag,0.25,51.75,E
100000000000001080,Acco Smartsocket™ Table Surge Protector- 6 Color-Coded Adapter Outlets,111200,111111,111101,Small Box,0.25,2.21,E
100000000000001081,Tennsco Snap-Together Open Shelving Units- Starter Sets and Add-On Units,111200,111555,111115,Large Box,0.25,2.16,E
100000000000001082,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,111100,111555,111104,Jumbo Drum,0.25,3.25,E
100000000000001083,Xerox 1887,111200,111777,111111,Small Box,0.37,70.98,E
100000000000001084,Xerox 1891,111200,111777,111111,Small Box,0.38,85.29,E
100000000000001085,Avery 506,111200,111777,111108,Small Box,0.39,46.89,E
100000000000001086,Bush Heritage Pine Collection 5-Shelf Bookcase- Albany Pine Finish- *Special Order,111100,111777,111103,Jumbo Box,0.25,55.94,E
100000000000001087,Lifetime Advantage™ Folding Chairs- 4/Carton,111100,111555,111104,Large Box,0.25,88.84,E
100000000000001088,Microsoft Natural Multimedia Keyboard,111300,111666,111105,Small Box,0.25,4.89,E
100000000000001089,"Staples Wirebound Steno Books- 6"" x 9""- 12/Pack",111200,111777,111111,Wrap Bag,0.36,200.98,E
100000000000001090,Bevis Boat-Shaped Conference Table,111100,111555,111116,Jumbo Box,0.25,15.01,E
100000000000001091,"Linden® 12"" Wall Clock With Oak Frame",111100,111444,111109,Small Box,0.25,1.6,E
100000000000001092,Newell 326,111200,111777,111112,Wrap Bag,0.25,3.75,E
100000000000001093,Prismacolor Color Pencil Set,111200,111777,111112,Wrap Bag,0.25,6.7,E
100000000000001094,Xerox Blank Computer Paper,111200,111777,111111,Small Box,0.38,16.06,E
100000000000001095,600 Series Flip,111300,111222,111117,Small Box,0.25,276.2,E
100000000000001096,Fellowes Recycled Storage Drawers,111200,111555,111115,Small Box,0.25,9.48,E
100000000000001097,Satellite Sectional Post Binders,111200,111777,111102,Small Box,0.39,179.99,E
100000000000001098,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,111100,111444,111109,Large Box,0.25,20.15,E
100000000000001099,Avery 487,111200,111777,111108,Small Box,0.38,25.38,E
100000000000001100,Bevis Round Conference Table Top & Single Column Base,111100,111555,111116,Jumbo Box,0.25,59.98,E
100000000000001101,"GBC Twin Loop™ Wire Binding Elements- 9/16"" Spine- Black",111200,111777,111102,Small Box,0.36,13.43,E
100000000000001102,Hanging Personal Folder File,111200,111555,111115,Small Box,0.25,34.98,E
100000000000001103,Bevis Round Conference Table Top- X-Base,111100,111555,111116,Jumbo Box,0.25,162.93,E
100000000000001104,Handset 5125,111300,111222,111117,Small Box,0.25,3.95,E
100000000000001105,Electrix Halogen Magnifier Lamp,111100,111444,111109,Large Box,0.25,78.69,E
100000000000001106,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,111300,111333,111110,Medium Box,0.36,259.71,E
100000000000001107,Fellowes Black Plastic Comb Bindings,111200,111777,111102,Small Box,0.39,18.94,E
100000000000001108,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,111300,111333,111110,Medium Box,0.38,7.04,E
100000000000001109,Hon GuestStacker Chair,111100,111555,111104,Jumbo Drum,0.25,810.98,E
100000000000001110,Eldon® Wave Desk Accessories,111100,111444,111109,Small Box,0.25,2.58,E
100000000000001111,Sharp AL-1530CS Digital Copier,111300,111777,111106,Large Box,0.36,299.05,E
100000000000001112,Tennsco Lockers- Gray,111200,111555,111115,Jumbo Drum,0.25,259.71,E
100000000000001113,Avery 4027 File Folder Labels for Dot Matrix Printers- 5000 Labels per Box- White,111200,111777,111108,Small Box,0.39,38.76,E
100000000000001114,Newell 323,111200,111777,111112,Wrap Bag,0.25,4.48,E
100000000000001115,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,111100,111555,111104,Jumbo Drum,0.25,52.4,E
100000000000001116,Spiral Phone Message Books with Labels by Adams,111200,111777,111111,Wrap Bag,0.36,12.21,E
100000000000001117,Holmes 99% HEPA Air Purifier,111200,111111,111101,Medium Box,0.25,2.67,E
100000000000001118,Xerox 224,111200,111777,111111,Small Box,0.37,119.99,E
100000000000001119,Xerox 1906,111200,111777,111111,Small Box,0.38,14.34,E
100000000000001120,Xerox 188,111200,111777,111111,Small Box,0.36,8.75,E
100000000000001121,Xerox 1932,111200,111777,111111,Small Box,0.38,39.06,E
100000000000001122,GBC Linen Binding Covers,111200,111777,111102,Small Box,0.37,1.82,E
100000000000001123,GBC Recycled Grain Textured Covers,111200,111777,111102,Small Box,0.37,399.98,E
100000000000001124,Sauder Facets Collection Library- Sky Alder Finish,111100,111777,111103,Jumbo Box,0.25,54.96,E
100000000000001125,Fellowes Basic 104-Key Keyboard- Platinum,111300,111666,111105,Small Box,0.25,31.11,E
100000000000001126,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,111200,111111,111101,Small Box,0.25,137.48,E
100000000000001127,O'Sullivan 3-Shelf Heavy-Duty Bookcases,111100,111777,111103,Jumbo Box,0.25,146.34,E
100000000000001128,Panasonic KX-P1150 Dot Matrix Printer,111300,111333,111110,Jumbo Drum,0.25,30.53,E
100000000000001129,Newell 327,111200,111777,111112,Wrap Bag,0.25,12.28,E
100000000000001130,Xerox 1893,111200,111777,111111,Small Box,0.36,14.81,E
100000000000001131,Hon Deluxe Fabric Upholstered Stacking Chairs- Rounded Back,111100,111555,111104,Jumbo Drum,0.25,176.19,E
100000000000001132,Eldon Radial Chair Mat for Low to Medium Pile Carpets,111100,111444,111109,Wrap Bag,0.25,66.99,E
100000000000001133,DAX Copper Panel Document Frame- 5 x 7 Size,111100,111444,111109,Small Box,0.25,238.4,E
100000000000001134,O'Sullivan 2-Shelf Heavy-Duty Bookcases,111100,111777,111103,Jumbo Box,0.25,105.34,E
100000000000001135,"Tenex 46"" x 60"" Computer Anti-Static Chairmat- Rectangular Shaped",111100,111444,111109,Medium Box,0.25,110.99,E
100000000000001136,"Wirebound Message Books- 2 7/8"" x 5""- 3 Forms per Page",111200,111777,111111,Wrap Bag,0.38,104.85,E
100000000000001137,Memorex Slim 80 Minute CD-R- 10/Pack,111300,111666,111105,Small Pack,0.25,5.28,E
100000000000001138,Aluminum Document Frame,111100,111444,111109,Small Pack,0.25,36.55,E
100000000000001139,Memorex 80 Minute CD-R Spindle- 100/Pack,111300,111666,111105,Small Pack,0.25,4.28,E
100000000000001140,Multi-Use Personal File Cart and Caster Set- Three Stacking Bins,111200,111555,111115,Small Box,0.25,40.99,E
100000000000001141,Accessory36,111300,111222,111117,Small Pack,0.25,15.22,E
100000000000001142,Xerox 20,111200,111777,111111,Small Box,0.37,18.65,E
100000000000001143,Surelock™ Post Binders,111200,111777,111102,Small Box,0.35,3.29,E
100000000000001144,Colorific® Watercolor Pencils,111200,111777,111112,Wrap Bag,0.25,49.99,E
100000000000001145,*Staples* vLetter Openers- 2/Pack,111200,111777,111114,Wrap Bag,0.25,7.84,E
100000000000001146,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,111100,111555,111104,Jumbo Drum,0.25,9.31,E
100000000000001147,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,111100,111555,111116,Jumbo Box,0.25,136.98,E
100000000000001148,Eldon Econocleat® Chair Mats for Low Pile Carpets,111100,111444,111109,Wrap Bag,0.25,9.11,E
100000000000001149,Prang Drawing Pencil Set,111200,111777,111112,Wrap Bag,0.25,5.16,E
100000000000001150,T39m,111300,111222,111117,Small Box,0.25,4.91,E
100000000000001151,Xerox 1982,111200,111777,111111,Small Box,0.39,34.23,E
100000000000001152,Xerox 1924,111200,111777,111111,Small Box,0.36,3.57,E
100000000000001153,Turquoise Lead Holder with Pocket Clip,111200,111777,111112,Wrap Bag,0.25,40.48,E
100000000000001154,Okidata ML395C Color Dot Matrix Printer,111300,111333,111110,Jumbo Drum,0.25,19.84,E
100000000000001155,Microsoft Internet Keyboard,111300,111666,111105,Small Box,0.25,3.69,E
100000000000001156,Global Ergonomic Managers Chair,111100,111555,111104,Jumbo Drum,0.25,62.18,E
100000000000001157,Office Star - Contemporary Task Swivel chair with 2-way adjustable arms- Plum,111100,111555,111104,Jumbo Drum,0.25,1.89,E
100000000000001158,Xerox 1971,111200,111777,111111,Small Box,0.25,284.98,E
100000000000001159,Eldon Portable Mobile Manager,111200,111555,111115,Medium Box,0.25,52.99,E
100000000000001160,Accessory6,111300,111222,111117,Small Pack,0.25,120.97,E
100000000000001161,Durable Pressboard Binders,111200,111777,111102,Small Box,0.38,40.89,E
100000000000001162,Fellowes 17-key keypad for PS/2 interface,111300,111666,111105,Small Box,0.25,4.26,E
100000000000001163,StarTAC ST7762,111300,111222,111117,Small Box,0.25,40.98,E
100000000000001164,Accessory21,111300,111222,111117,Wrap Bag,0.37,50.98,E
100000000000001165,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,111200,111777,111102,Small Box,0.35,9.06,E
100000000000001166,Staples 6 Outlet Surge,111200,111111,111101,Small Box,0.25,5.34,E
100000000000001167,Recycled Eldon Regeneration Jumbo File,111200,111555,111115,Small Box,0.25,11.97,E
100000000000001168,Verbatim DVD-R 4.7GB authoring disc,111300,111666,111105,Small Pack,0.25,549.99,E
100000000000001169,Canon P1-DHIII Palm Printing Calculator,111300,111333,111110,Medium Box,0.25,4.14,E
100000000000001170,GBC Binding covers,111200,111777,111102,Small Box,0.25,6.23,E
100000000000001171,Global Stack Chair without Arms- Black,111100,111555,111104,Jumbo Drum,0.25,12.99,E
100000000000001172,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",111200,111777,111111,Wrap Bag,0.38,60.98,E
100000000000001173,GBC Recycled Regency Composition Covers,111200,111777,111102,Small Box,0.39,7.7,E
100000000000001174,Accessory29,111300,111222,111117,Small Pack,0.25,95.99,E
100000000000001175,SANFORD Major Accent™ Highlighters,111200,111777,111112,Wrap Bag,0.25,14.98,E
100000000000001176,Polycom ViaVideo™ Desktop Video Communications Unit,111300,111333,111110,Large Box,0.37,105.98,E
100000000000001177,Dixon Ticonderoga Core-Lock Colored Pencils- 48-Color Set,111200,111777,111112,Wrap Bag,0.25,9.49,E
100000000000001178,Accessory24,111300,111222,111117,Small Pack,0.25,262.11,E
100000000000001179,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",111100,111444,111109,Small Box,0.25,350.98,E
100000000000001180,Recycled Steel Personal File for Standard File Folders,111200,111555,111115,Small Box,0.25,10.31,E
100000000000001181,Accessory39,111300,111222,111117,Small Pack,0.25,179.29,E
100000000000001182,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",111200,111777,111107,Small Box,0.36,7.31,E
100000000000001183,GBC Standard Plastic Binding Systems Combs,111200,111777,111102,Small Box,0.36,10.23,E
100000000000001184,Xerox 1930,111200,111777,111111,Small Box,0.36,297.64,E
100000000000001185,Avery 474,111200,111777,111108,Small Box,0.36,2.47,E
100000000000001186,Riverside Palais Royal Lawyers Bookcase- Royale Cherry Finish,111100,111777,111103,Jumbo Box,0.25,8.85,E
100000000000001187,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,111300,111333,111110,Jumbo Drum,0.36,6.69,E
100000000000001188,IBM 80 Minute CD-R Spindle- 50/Pack,111300,111666,111105,Small Pack,0.25,25.99,E
100000000000001189,Peel & Seel® Recycled Catalog Envelopes- Brown,111200,111777,111107,Small Box,0.35,34.54,E
100000000000001190,TDK 4.7GB DVD+RW,111300,111666,111105,Small Pack,0.25,16.98,E
100000000000001191,U.S. Robotics 56K Internet Call Modem,111300,111666,111105,Small Box,0.25,27.75,E
100000000000001192,Xerox 190,111200,111777,111111,Small Box,0.38,9.99,E
100000000000001193,Standard Line™ “While You Were Out” Hardbound Telephone Message Book,111200,111777,111111,Wrap Bag,0.39,11.5,E
100000000000001194,CF 888,111300,111222,111117,Small Box,0.25,15.28,E
100000000000001195,Dana Halogen Swing-Arm Architect Lamp,111100,111444,111109,Large Box,0.25,225.04,E
100000000000001196,SAFCO PlanMaster Heigh-Adjustable Drafting Table Base- 43w x 30d x 30-37h- Black,111100,111555,111116,Jumbo Drum,0.1,38.76,E
100000000000001197,Lexmark Z25 Color Inkjet Printer,111300,111333,111110,Jumbo Drum,0.37,35.51,E
100000000000001198,Hon Multipurpose Stacking Arm Chairs,111100,111555,111104,Jumbo Drum,0.25,17.07,E
100000000000001199,Hon Olson Stacker Stools,111100,111555,111104,Large Box,0.25,8.17,E
100000000000001200,"Executive Impressions 14"" Two-Color Numerals Wall Clock",111100,111444,111109,Small Pack,0.25,8.5,E
100000000000001201,Epson DFX5000+ Dot Matrix Printer,111300,111333,111110,Jumbo Drum,0.25,73.98,E
100000000000001202,Recycled Interoffice Envelopes with String and Button Closure- 10 x 13,111200,111777,111107,Small Box,0.35,17.98,E
100000000000001203,GBC Standard Therm-A-Bind Covers,111200,111777,111102,Small Box,0.39,64.65,E
100000000000001204,Xerox 1892,111200,111777,111111,Small Box,0.36,40.89,E
100000000000001205,Staples Paper Clips,111200,111777,111113,Wrap Bag,0.38,13.9,E
100000000000001206,Metal Folding Chairs- Beige- 4/Carton,111100,111555,111104,Jumbo Drum,0.25,15.74,E
100000000000001207,80 Minute Slim Jewel Case CD-R - 10/Pack - Staples,111300,111666,111105,Small Pack,0.25,1.88,E
100000000000001208,Bush Mission Pointe Library,111100,111777,111103,Jumbo Box,0.25,7.59,E
100000000000001209,Xerox 1929,111200,111777,111111,Small Box,0.39,15.31,E
100000000000001210,Home/Office Personal File Carts,111200,111555,111115,Small Box,0.25,31.74,E
100000000000001211,Avery 507,111200,111777,111108,Small Box,0.39,12.98,E
100000000000001212,i470,111300,111222,111117,Small Box,0.25,5.94,E
100000000000001213,3M Organizer Strips,111200,111777,111102,Small Box,0.37,6.48,E
100000000000001214,Imation 3.5 IBM Diskettes- 10/Box,111300,111666,111105,Small Pack,0.25,8.98,E
100000000000001215,GE 4 Foot Flourescent Tube- 40 Watt,111100,111444,111109,Small Pack,0.39,7.37,E
100000000000001216,300 Series Non-Flip,111300,111222,111117,Small Box,0.25,92.23,E
100000000000001217,"Executive Impressions 13"" Chairman Wall Clock",111100,111444,111109,Small Pack,0.25,517.48,E
100000000000001218,Micro Innovations 104 Keyboard,111300,111666,111105,Small Box,0.25,100.98,E
100000000000001219,US Robotics 56K V.92 External Faxmodem,111300,111666,111105,Small Box,0.25,39.99,E
100000000000001220,Fellowes Staxonsteel® Drawer Files,111200,111555,111115,Small Box,0.25,30.97,E
100000000000001221,Telescoping Adjustable Floor Lamp,111100,111444,111109,Large Box,0.25,6.47,E
100000000000001222,Canon MP41DH Printing Calculator,111300,111333,111110,Medium Box,0.38,28.48,E
100000000000001223,Sauder Facets Collection Locker/File Cabinet- Sky Alder Finish,111200,111555,111115,Jumbo Drum,0.25,1.26,E
100000000000001224,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,111300,111222,111117,Medium Box,0.25,3.7,E
100000000000001225,Memo Book- 100 Message Capacity- 5 3/8” x 11”,111200,111777,111111,Wrap Bag,0.35,7.3,E
100000000000001226,Belkin 6 Outlet Metallic Surge Strip,111200,111111,111101,Small Box,0.25,26.31,E
100000000000001227,Xerox 21,111200,111777,111111,Small Box,0.37,10.52,E
100000000000001228,GBC DocuBind TL200 Manual Binding Machine,111200,111777,111102,Small Box,0.38,12.64,E
100000000000001229,Sauder Forest Hills Library- Woodland Oak Finish,111100,111777,111103,Jumbo Box,0.25,18.99,E
100000000000001230,Xerox 1940,111200,111777,111111,Small Box,0.36,48.92,E
100000000000001231,Bagged Rubber Bands,111200,111777,111113,Wrap Bag,0.25,500.97,E
100000000000001232,Xerox 1897,111200,111777,111111,Small Box,0.36,15.04,E
100000000000001233,Poly Designer Cover & Back,111200,111777,111102,Small Box,0.37,12.58,E
100000000000001234,Bionaire Personal Warm Mist Humidifier/Vaporizer,111200,111111,111101,Medium Box,0.25,140.99,E
100000000000001235,"Acme® 8"" Straight Scissors",111200,111777,111114,Small Pack,0.25,34.76,E
100000000000001236,Heavy-Duty E-Z-D® Binders,111200,111777,111102,Small Box,0.38,304.99,E
100000000000001237,Deluxe Rollaway Locking File with Drawer,111200,111555,111115,Small Box,0.25,3.48,E
100000000000001238, Filled Core Cables 252,111300,111222,111117,Small Box,0.25,208.16,E
100000000000001239,Imation 3.5- DISKETTE 44766 HGHLD3.52HD/FM- 10/Pack,111300,111666,111105,Small Pack,0.25,17.15,E
100000000000001240,Wilson Jones DublLock® D-Ring Binders,111200,111777,111102,Small Box,0.35,175.99,E
100000000000001241,Binder Posts,111200,111777,111102,Small Box,0.39,5.99,E
100000000000001242,Epson LQ-570e Dot Matrix Printer,111300,111333,111110,Jumbo Drum,0.25,83.93,E
100000000000001243,Atlantic Metals Mobile 3-Shelf Bookcases- Custom Colors,111100,111777,111103,Jumbo Box,0.25,140.81,E
100000000000001244,Fellowes PB300 Plastic Comb Binding Machine,111200,111777,111102,Small Box,0.38,10.52,E
100000000000001245,Rush Hierlooms Collection Rich Wood Bookcases,111100,111777,111103,Jumbo Box,0.25,40.97,E
100000000000001246,Avery 481,111200,111777,111108,Small Box,0.37,205.99,E
100000000000001247,"Avery Trapezoid Extra Heavy Duty 4"" Binders",111200,111777,111102,Small Box,0.35,12.21,E
100000000000001248,StarTAC Series,111300,111222,111117,Small Box,0.25,10.94,E
100000000000001249,"Rediform Wirebound ""Phone Memo"" Message Book- 11 x 5-3/4",111200,111777,111111,Wrap Bag,0.36,574.74,E
100000000000001250,Global Comet™ Stacking Armless Chair,111100,111555,111104,Jumbo Drum,0.25,29.17,E
100000000000001251,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,111100,111555,111104,Jumbo Drum,0.25,15.15,E
100000000000001252,Fellowes Internet Keyboard- Platinum,111300,111666,111105,Small Box,0.25,258.98,E
100000000000001253,Luxo Economy Swing Arm Lamp,111100,111444,111109,Large Box,0.25,25.13,E
100000000000001254,Acco Perma® 2700 Stacking Storage Drawers,111200,111555,111115,Small Box,0.25,270.98,E
100000000000001255,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,111200,111555,111115,Small Box,0.25,1.7,E
100000000000001256,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,111200,111111,111101,Large Box,0.25,29.34,E
100000000000001257,Verbatim DVD-RAM- 9.4GB- Rewritable- Type 1- DS- DataLife Plus,111300,111666,111105,Small Pack,0.25,225.04,E
100000000000001258,Lock-Up Easel 'Spel-Binder',111200,111777,111102,Small Box,0.38,16.16,E
100000000000001259,"Adams Write n' Stick Phone Message Book- 11"" X 5 1/4""- 200 Messages",111200,111777,111111,Wrap Bag,0.39,180.98,E
100000000000001260,Tenex File Box- Personal Filing Tote with Lid- Black,111200,111555,111115,Small Box,0.25,6.28,E
100000000000001261,Assorted Color Push Pins,111200,111777,111113,Wrap Bag,0.25,99.99,E
100000000000001262,HP Office Paper (20Lb. and 87 Bright),111200,111777,111111,Small Box,0.37,15.42,E
100000000000001263,Staples Vinyl Coated Paper Clips,111200,111777,111113,Wrap Bag,0.39,21.38,E
100000000000001264,Newell 310,111200,111777,111112,Wrap Bag,0.25,3.89,E
