KxIndex	interested	rr_interested	decision_rr_interested	proba_decision_rr_interested
164		-0.108940914119227	0	0.97811838053754585
165		0.3092103102419127	1	0.66489014286164472
166		-0.13770279538604388	0	0.98811982167109402
167		0.03048763451317766	0	0.89325066056265234
168		0.1056070035211871	0	0.71310502437731849
169		-0.38913873182189218	0	0.99999771346278044
170		-0.047730114150097175	0	0.94194673064494228
171		-0.063151427935816351	0	0.95446751845827338
172		0.082386772232693306	0	0.81009787055409399
173		0.35792499198022865	1	0.73626170497739785
174		-0.019863974740598186	0	0.93614007704485347
175		0.25040572332239291	1	0.5546464674931374
176		-0.20689767833449768	0	0.99592466613756792
177		-0.22585028109305044	0	0.99676850856083321
178		-0.20128225806299763	0	0.99567464613187673
179		-0.34034552641891813	0	0.99999743574071898
180		0.31077234398746406	1	0.66800467338861569
181		0.20557974469287382	1	0.457479663675876
182		-0.084874080116801351	0	0.96719885158580987
183		-0.10589820782618714	0	0.97714993655970117
184		-0.018441657648376707	0	0.93592180487383692
185		0.11456064028280939	0	0.70381811243471981
186		0.05402363067141791	0	0.8595689921573062
187		0.10841926645712127	0	0.71018808247529708
188		0.061088415440179344	0	0.84963287694181922
189		0.36316692340493251	1	0.74019587074279403
190		0.37112626868559767	1	0.746169505493258
191		-0.14426597745984465	0	0.9888706281007198
192		0.019449479445328099	0	0.90751054686713351
193		0.23847191190371364	1	0.53121062975014333
194		0.21160139421823501	1	0.472064947958168
195		0.2141555676928541	1	0.47825151628578488
196		-0.1019775545021526	0	0.97590205630600613
197		-0.079101965172775721	0	0.96438174852701419
198		0.56189965530606145	1	0.9532015471850025
199		0.61528261833220599	1	0.95321165492806981
200		-0.19630769448860164	0	0.99545315951946878
201		0.22619956984986406	1	0.50710997933678426
202		-0.26772375441255786	0	0.99790101783302099
203		0.37214700754604135	1	0.74693558874670196
204		-0.023189877349973249	0	0.9366504779864635
205		-0.14712032324585661	0	0.9891971558649072
206		-0.27329077206123464	0	0.99802154851596059
207		0.43109390982234586	1	0.80771814805107012
208		-0.057033320399830535	0	0.94955662049288536
209		0.51593929437322805	1	0.95319284486701084
210		-0.3263661326149887	0	0.99999735617254892
211		0.12192993385293813	0	0.69617451662141994
212		0.10167020876036809	0	0.71718835579372331
213		-0.10635212906064367	0	0.97729441231371361
214		0.11449296386536509	0	0.7038883079257956
215		-0.0047542153739851736	0	0.93403862093722223
216		0.1113942774820654	0	0.70710233462193994
217		0.015448962558491529	0	0.92554185432340019
218		0.29576879845559345	1	0.6419623907042229
219		0.37727859518812468	1	0.75078693947755493
220		-0.27803172394987508	0	0.9981241941702379
221		0.050153543533164563	0	0.86556652952972357
222		-0.27479526637786139	0	0.9980541221018383
223		0.0051597399635736601	0	0.93268742990789155
224		0.046154600676549945	0	0.87176375671761885
225		-0.30100715339409834	0	0.99999721183384582
226		-0.21427123904545206	0	0.9962529652855896
227		-0.25113726563066918	0	0.99754190619612382
228		-0.0093416070498581194	0	0.93466384490378418
229		-0.14256277729233735	0	0.98867578760683672
230		-0.13480786463694452	0	0.98778865112069569
231		-0.048031989132837974	0	0.94219366006957728
232		-0.079949546302874291	0	0.96479541378096922
233		-0.19206209160899246	0	0.99526412902757311
234		-0.094215045731610922	0	0.97211293913212438
235		0.17356195171754038	0	0.63058042424419414
236		0.061206578748722984	0	0.84948190139538615
237		-0.13850261185080773	0	0.98821131804244455
238		0.35688280685320817	1	0.73547952590717836
239		0.38636874698573576	1	0.7576092652782852
240		-0.22242814319396673	0	0.99661614188200287
241		0.30552661281172111	1	0.6583962334279605
242		0.0059435167938334671	0	0.93258060753619576
243		0.16704230308903301	0	0.64077760015136542
244		-0.29228279714882616	0	0.9984327420667406
245		0.11653302834530019	0	0.70177230750196906
246		0.074356613297539828	0	0.83268029287501666
247		0.12404483086457055	0	0.69379618843280799
248		-0.24025113422796784	0	0.99730621216112292
249		0.44668476006779129	1	0.83457056348125447
250		0.094473582304244574	0	0.74943594700030447
251		0.40650216291744545	1	0.77271976354343352
252		0.21068633857854319	1	0.46984855416394111
253		-0.27520020835629538	0	0.99806288944124544
254		-0.23267636611351797	0	0.99707243199543838
255		-0.13997335980753467	0	0.98837956676842109
256		0.087048494055154746	0	0.78723151537967373
257		-0.2853262385371077	0	0.99828212663612859
258		-0.24442390261737168	0	0.99739655615775868
259		0.064916816102735281	0	0.84474138491169559
260		-0.16911256699231053	0	0.99287293632663132
261		0.088880837492339715	0	0.77824363119612827
262		0.19187526026335969	1	0.43275169117546913
263		-0.39984275125366864	0	0.99999777438811455
264		0.32716436030364343	1	0.70068862491062733
265		-0.022107119210841915	0	0.93648431534171528
266		0.23636263622585535	1	0.52706839548757101
267		-0.2920039501988333	0	0.99842670479230766
268		0.16309948705152461	0	0.64605684314455525
269		0.070118726761633138	0	0.83809497906962105
270		0.080182557856708414	0	0.82090983032376141
271		0.17542106903175125	0	0.61742866682701458
272		-0.51695303744120324	0	0.99999844095858959
273		0.21402368588730852	1	0.47793207995568254
274		0.026811864382824374	0	0.89781317969339336
275		-0.0579042195125887	0	0.95026327648552944
276		0.069926427655333967	0	0.83834067685017521
277		0.43331271047020847	1	0.81153963025474751
278		-0.052027408938161587	0	0.94546185640948688
279		-0.1552775707436842	0	0.9901303181329274
280		0.34678428316946497	1	0.72790039849425736
281		-0.083472614542857274	0	0.96651486088336536
282		0.39612621693297578	1	0.76493242560091046
283		0.0008714595209057506	0	0.93327188745970591
284		0.12604442502349247	0	0.69070007920528931
285		-0.27537875787429128	0	0.99806675519068278
286		0.70683704408287162	1	0.95322899020808627
287		0.45909667148609196	1	0.85594783261282226
288		-0.068852701623779267	0	0.95903557297482922
289		-0.012114170060151459	0	0.9350417225661507
290		0.030140587002175701	0	0.89368143040191605
291		0.3209406002386998	1	0.68827910381672308
292		-0.055226175538353781	0	0.94807840180505298
293		0.034136364873556133	0	0.88872170432170738
294		-0.15331233350959794	0	0.98990550146099898
295		-0.044254959160616163	0	0.9398831756490279
296		0.042932975768593645	0	0.87675636155961201
297		0.093525196283328588	0	0.75438096384088471
298		0.36129657001092425	1	0.73879213618472206
299		-0.21118348291401343	0	0.99611548656303095
300		-0.034253750226478752	0	0.93834836628845519
301		0.51739524813964299	1	0.95319312054310212
302		-0.30844281354739866	0	0.99999725415627272
303		0.1076330786601124	0	0.71100353401030492
304		0.33268668533262119	1	0.71169955852943723
305		0.019449479445328099	0	0.90751054686713351
306		-0.10972963052296822	0	0.97836941615448259
307		-0.072683163678202628	0	0.96124902759205066
308		-0.00052542078853969748	0	0.93346227082123079
309		0.12818114876258394	0	0.6873916428129635
310		0.17128166972475509	0	0.63510129002320093
311		-0.060282746164490551	0	0.95216903299006428
312		0.59000630789598996	1	0.95320686901067042
313		-0.29171545665363796	0	0.99842045866085616
314		0.088880837492339715	0	0.77824363119612827
315		-0.23657962878256095	0	0.99722672093499809
316		-0.21625931347290339	0	0.99634148196922734
317		0.13984031098179117	0	0.66967664342302125
318		-0.13405957178818206	0	0.98770304888145011
319		-0.12319305403542755	0	0.98332756841115976
320		-0.23071578290532213	0	0.9969851393261151
321		0.1797429606484463	1	0.41158728547671714
322		0.39714000547022277	1	0.76569329250920148
323		-0.076821220216603175	0	0.96326862211586795
324		-0.16268703089106584	0	0.99152985147357375
325		0.21638618305326734	1	0.48365438123484106
326		0.09629651447147991	0	0.7399309247125363
327		-0.25985601325212393	0	0.99773067452263386
328		0.44883004884130495	1	0.83826543479726412
329		0.071641126296512647	0	0.83614983125258058
330		-0.25263318566840476	0	0.9975742941415463
331		-0.063212566379865609	0	0.95451650466043803
332		-0.10508991555495917	0	0.97689267026219495
333		-0.11076225315391512	0	0.9786980831607639
334		0.022124264878556177	0	0.90363162362677951
335		0.12761655736760635	0	0.68826583851911127
336		-0.36267617621648379	0	0.99999756284272112
337		-0.16356036698422785	0	0.99171239880657014
338		0.18859576152421875	1	0.42703071131123915
339		-0.2601295320504865	0	0.99773659643803703
340		0.065804133056033276	0	0.84360767290299665
341		-0.1154333859862474	0	0.98018482884881564
342		0.44899954221526889	1	0.83855735643198537
343		0.40664226660822977	1	0.77282491393538477
344		-0.23574733639980347	0	0.9972087010946401
345		-0.17490382712718983	0	0.99362523839979777
346		0.040226006548474844	0	0.88095139605978434
347		-0.057562340828745798	0	0.94998935164849874
348		-0.11280041001943955	0	0.97934679537687064
349		-0.13098968821491191	0	0.9871521983543815
350		-0.016891222585957572	0	0.935692795755381
351		0.2730209109279908	1	0.60206643966186491
352		-0.021688416408327416	0	0.93642006021167756
353		0.2730209109279908	1	0.60206643966186491
354		0.020356526420658716	0	0.9058258142987432
355		0.20332203462744969	1	0.45272022016612112
356		0.078113398140135681	0	0.82788030333991447
357		-0.23916649427175898	0	0.99728272878044844
358		0.1919351986209944	1	0.43285625170876968
359		0.067442497008473087	0	0.84151435903065741
360		-0.050226454816159269	0	0.9439887016581312
361		-0.085520138808608107	0	0.96751416303308702
362		0.33207366196078841	1	0.71047725458705602
363		0.2758993577118371	1	0.60812330543009518
364		0.22546030904138695	1	0.50563319394930561
365		-0.12988172068906187	0	0.98660868615694719
366		0.057567370251110611	0	0.8541316653388874
367		0.19643193889273081	1	0.4407006701993878
368		-0.19294797448709622	0	0.99530357192436747
369		0.14892360502218588	0	0.66104751976793374
370		-0.073834913468522015	0	0.96181114353893327
371		-0.255604397771381	0	0.99763862341918308
372		-0.40041973834405925	0	0.99999777767222031
373		0.1267781675602298	0	0.68956397514713363
374		0.094473582304244574	0	0.74943594700030447
375		-0.11377885906529336	0	0.97965821981118184
376		-0.28497589470790641	0	0.9982745413932459
377		0.080182557856708414	0	0.82090983032376141
378		-0.18269680436238808	0	0.99440077427902218
379		0.11925297253704847	0	0.69895112066246945
380		0.17213095393220496	0	0.63396413889599801
381		-0.07287745197965588	0	0.96134385075022055
382		0.041162372648230368	0	0.87950029419129172
383		0.055611820192964567	0	0.85710774886492469
384		-0.032740970805195904	0	0.938116211552807
385		0.1201511888217105	0	0.69801947067898795
386		-0.3298762260544818	0	0.99999737615136319
387		-0.18301339583530918	0	0.99443228060053401
388		0.26028939702550669	1	0.57527661983039946
389		-0.28412006066752282	0	0.99825601185591006
390		-0.28620136576789612	0	0.99830107388750133
391		0.031024494812741041	0	0.89258428717682314
392		-0.019863974740598186	0	0.93614007704485347
393		-0.020654752305963482	0	0.93626143165482578
394		0.60182993624143077	1	0.95320910774360434
395		-0.22996060854170652	0	0.99695151607272348
396		0.17160488624068768	0	0.63466851849371853
397		-0.099521117100258835	0	0.97492720817538381
398		-0.28645462422845108	0	0.99830655714930094
399		0.28362990170562097	1	0.62151839446202506
400		0.37090615219326528	1	0.74600430402487328
401		-0.25139833469891359	0	0.99754755856424548
402		-0.21188670247422214	0	0.99614679658969774
403		0.27979636993090551	1	0.61506206562004806
404		0.010590688868075033	0	0.93194723599026152
405		0.099394748536463129	0	0.7237763006570237
406		0.57981095261038351	1	0.95320493858144983
407		0.027635989286053791	0	0.89679024150526931
408		0.077933591710464725	0	0.82811003940863448
409		0.22840840084841629	1	0.51144772216408751
410		0.22077095923813492	1	0.49427492746576451
411		-0.16730011261370459	0	0.99249409166925062
412		-0.26071195969525429	0	0.99774920649358501
413		-0.025014537183717059	0	0.93693049463356415
414		0.8846030161828814	1	0.9532626491260302
415		0.069750639349348609	0	0.8385652790205087
416		-0.10537730778000035	0	0.97698414253812815
417		-0.030391840273750505	0	0.93775570838237898
418		-0.33175894413169749	0	0.99999738686745243
419		-0.22091870370967145	0	0.99654893585819571
420		-0.11529814235801147	0	0.98014178299926824
421		0.0013099385047002504	0	0.93321212636039896
422		-0.53712569432471713	0	0.99999855577768804
423		0.27034286695375581	1	0.59643126413442837
424		-0.16634374846448866	0	0.99229418956262783
425		-0.24821143292664605	0	0.99747855942120089
426		0.083350778355444216	0	0.80536929445439465
427		0.14695294563345232	0	0.66291964495421718
428		-0.23218573209936705	0	0.99705058709103589
429		0.16262179523255677	0	0.6466964497516603
430		0.36824990017370496	1	0.74401073812083074
431		-0.20363971880856285	0	0.99577960930836673
432		-0.32876747116354416	0	0.99999736984053178
433		-0.058859077692357709	0	0.95102834135690606
434		0.03318754777512016	0	0.88989941566101038
435		0.020304952683618649	0	0.90588982977129573
436		0.36852301135340249	1	0.74421571307495726
437		-0.18114468840422329	0	0.9942463119242706
438		-0.10207882889400721	0	0.97593429029951573
439		0.008204819165374801	0	0.93227241051744825
440		0.11190404446132157	0	0.70657359293030808
441		0.019970346648105222	0	0.9063051567324909
442		-0.15276134370190264	0	0.98984247004032166
443		-0.26978431312728157	0	0.99794563068765818
444		0.21598599280699887	1	0.48268506402628497
445		-0.27985107428668732	0	0.9981635846576481
446		-0.20660006653894258	0	0.99591141532120497
447		-0.024792358964474737	0	0.93689639863448504
448		0.13009826807315836	0	0.68442323506820202
449		-0.020947996370664905	0	0.93630643358793209
450		-0.38338459471469766	0	0.99999768071127737
451		-0.25753191651968482	0	0.99768035584501202
452		0.20929579252300923	1	0.46648045553213535
453		0.11449296386536509	0	0.7038883079257956
454		0.25466758826973701	1	0.56344713554066084
455		0.13680572227834992	0	0.67403762218511121
456		0.13718441567435485	0	0.67345126514233833
457		0.1413489344818975	0	0.66824345204184443
458		0.18211071591296005	1	0.41571775823160406
459		0.065875158292911268	0	0.84351692498741815
460		0.06223684543071048	0	0.84816554459053717
461		-0.075223035328718602	0	0.96248862179019168
462		0.12637570201483034	0	0.69018714024456596
463		0.31955325335535645	1	0.68551288046721048
464		-0.2139015499684484	0	0.99623650531275265
465		-0.11301595678226585	0	0.97941540040946307
466		0.12433333636395777	0	0.69334947551616077
467		-0.070395741274103862	0	0.96013264222657657
468		0.13290032951135938	0	0.68008461053472868
469		0.59261203970116927	1	0.95320736239032
470		0.16916197788496989	0	0.63793945649773398
471		-0.027159770098805672	0	0.93725970718980312
472		-0.2398464479667024	0	0.9972974503582106
473		-0.14608346789222232	0	0.98907854302477161
474		-0.11096585841558135	0	0.97876288740755202
475		-0.15723013954068954	0	0.99038923565537751
476		0.014709895962868621	0	0.92887300812009643
477		-0.42969304813015796	0	0.99999794429058186
478		-0.2966564908112837	0	0.99852743626700602
479		-0.32439223669729678	0	0.99999734493749193
480		-0.30063497045391652	0	0.99999720971544814
481		0.18147637131021388	1	0.41461116451471047
482		0.094020734469518114	0	0.75179715870055674
483		-0.035592789969062136	0	0.93855385851890749
484		-0.10108873398498155	0	0.9756191591761687
485		-0.2439884989949592	0	0.99738712929776374
486		-0.24053208251062258	0	0.99731229493120122
487		-0.0956258012490247	0	0.97286118492537244
488		0.15261401771386496	0	0.65754163001987709
489		0.11799016234609749	0	0.70026093558525548
490		0.6986528205393836	1	0.95322744057456854
491		-0.20122736043774248	0	0.99567220187945837
492		-0.10240369060183138	0	0.9760376885030474
493		0.044198753925949644	0	0.87479476443460291
494		-0.094944886457364555	0	0.97250003685816222
495		-0.082178110911358168	0	0.96588307337128665
496		-0.13011643669363945	0	0.98672382582344875
497		-0.23180123888272955	0	0.99703346798123405
498		-0.39628717763365218	0	0.99999775415043546
499		-0.1243463172059117	0	0.98389330033505262
500		0.0073075738242199262	0	0.93239469771915517
501		-0.25235952415902357	0	0.99756836913632785
502		0.092943594865695034	0	0.75741351466014439
503		0.12378158216149238	0	0.69420379451381997
504		-0.093862568642502711	0	0.97192599001451607
505		-0.066438890182633548	0	0.95710154509626588
506		-0.018345129842731109	0	0.93590699148671186
507		-0.23167722608244595	0	0.99702794645665815
508		0.21351096339063558	1	0.47669019376811783
509		-0.11673434925175197	0	0.98059890431931274
510		-0.14731153210720194	0	0.98921902952937135
511		-0.0314927238246877	0	0.9379246525960242
512		-0.29109245200331796	0	0.99840697007850987
513		-0.070970133384911233	0	0.9604129765213707
514		0.22722145699213611	1	0.50911678004929217
515		-0.10887917499150174	0	0.97809872997627423
516		-0.089492934244872827	0	0.96960839457313674
517		-0.26031807406354734	0	0.99774067853351989
518		-0.29112882296804488	0	0.99840775754093491
519		-0.26072394659149511	0	0.99774946602011816
520		0.32600375110935775	1	0.69837449259704532
521		0.74246186833062233	1	0.95323573555435226
522		0.54197998115722879	1	0.9531977755144756
523		-0.15019038396374149	0	0.98954836070737695
524		0.18415176989999149	1	0.41927831113630554
525		-0.026828234020233759	0	0.93720882887298052
526		0.097298709082689255	0	0.73470534238564533
527		0.3098182280914939	1	0.66610226693118135
528		-0.15911623723043933	0	0.99078347345881923
529		0.15725516550679317	0	0.65313254252049524
530		0.36106000094803148	1	0.73861458676009617
531		-0.13080053578346054	0	0.98705940984635254
532		-0.22872776007834761	0	0.99689662493992803
533		0.036694808202275483	0	0.88554605779914397
534		0.30173216703145134	1	0.65200573214346491
535		0.91733323948254186	1	0.95326884639701137
536		0.13961237527061182	0	0.66989318220602556
537		-0.32871449133540531	0	0.99999736953898022
538		-0.098654477971279436	0	0.97446755441219191
539		-0.034369250699787461	0	0.9383660912663806
540		-0.19187700013968664	0	0.99525588804685006
541		0.14678548425910498	0	0.66307873315506893
542		0.13285975691660185	0	0.68014743187497562
543		-0.18823329335930186	0	0.99495175059172636
544		-0.19271220566558731	0	0.99529307459393701
545		0.13193831248582349	0	0.68157416769136581
546		-0.17492614706512499	0	0.99362745961925836
547		-0.06426207086952343	0	0.95535740337650021
548		0.13930027741375872	0	0.67018967497476079
549		-0.29114472698871285	0	0.99840810187655471
550		-0.15328587226095403	0	0.98990247438123879
551		0.070794135718886847	0	0.83723201883565346
552		-0.17922799316303123	0	0.99405556763178515
553		-0.20715320229077283	0	0.9959360430422185
554		0.059693944060952353	0	0.85141457280882671
555		-0.064643059238804881	0	0.95566266422456747
556		-0.22837226930060109	0	0.99688079712972355
557		0.059693944060952353	0	0.85141457280882671
558		-0.22131743279534857	0	0.99656668880338062
559		0.072834454548849542	0	0.83462513304303365
560		-0.04547193729504713	0	0.94009957422780943
561		0.0055317007038085536	0	0.93263673470114949
562		0.24528333791694895	1	0.54458703308384526
563		0.27238627843427299	1	0.60073103758037516
564		-0.26071195969525429	0	0.99774920649358501
565		0.37429027436031115	1	0.74854414983681317
566		-0.23544630759204707	0	0.99719576039309021
567		0.63284596736067233	1	0.95321498044260333
568		-0.25131720473303215	0	0.99754580203124854
569		-0.172688011916934	0	0.99340472650230083
570		0.18696300826055001	1	0.42418242586041094
571		-0.21118348291401343	0	0.99611548656303095
572		0.19929877662105222	1	0.44570177622879209
573		-0.3263661326149887	0	0.99999735617254892
574		0.34419313073483265	1	0.72595569102379875
575		0.15220945845964154	0	0.6579259610582624
576		0.25567913956633675	1	0.56557565514907171
577		-0.36307736418916464	0	0.99999756512621019
578		-0.040200519498580889	0	0.93926097167487343
579		0.078299163230804325	0	0.82764295397641441
580		0.09457457296298144	0	0.74890936763580385
581		0.031704216949565184	0	0.89174058772259468
582		0.13740758561892771	0	0.67310571576092315
583		0.1198074089619911	0	0.69837604682450882
584		0.013065206287587368	0	0.93160997950429569
585		-0.012425076505021801	0	0.93508409657177871
586		-0.23525468845391406	0	0.99718722877556387
587		-0.12534932841342056	0	0.9843853263310548
588		-0.34676739069991458	0	0.99999747229280389
589		0.28002749887698991	1	0.61545132663795921
590		0.15819583250771518	0	0.6522389094581813
591		0.076856656162281684	0	0.82948602434731045
592		0.08501162780412444	0	0.79722261071153899
593		-0.18160678796359173	0	0.9942922988144216
594		0.55989478576132079	1	0.95320116757500906
595		-0.12872167963563511	0	0.98603962935036038
596		-0.17783641724017551	0	0.99391708178430127
597		-0.28654306429297671	0	0.99830847195217198
598		0.64429817034573833	1	0.9532171488483786
599		-0.30374045988245629	0	0.9999972273913299
600		0.12251614768363506	0	0.69556648254876796
601		-0.0097470325307868668	0	0.93471910108098499
602		-0.28065813812517892	0	0.99818105827849291
603		-0.24455955676614793	0	0.99739949318584586
604		-0.028759823814156579	0	0.93750525524663419
605		-0.10752764415564756	0	0.97766855966971244
606		-0.14726746069805011	0	0.98921398790520465
607		0.30002782662035782	1	0.64913532887062209
608		-0.1728680064231771	0	0.99342263906555384
609		-0.051426654401869235	0	0.94497044777851436
610		-0.4113059771495694	0	0.999997839634714
611		0.50129060234370704	1	0.9531900712252549
612		-0.21118348291401343	0	0.99611548656303095
613		0.024207219624577867	0	0.90104617335644976
614		-0.098410899166569574	0	0.97433836348314795
615		-0.17796491172869056	0	0.99392986920599113
616		-0.12210030903027344	0	0.98279152360377153
617		0.1049550346858775	0	0.71378126100876094
618		0.16459967290462035	0	0.64404816569724443
619		0.32740632451672358	1	0.70117107602938122
